group_id	#_items_in_group	lo_value	FDR
CBL	10	1.5318e-01	1.000000
PAK4	10	1.5322e-01	1.000000
ZBTB24	10	1.5345e-01	1.000000
STOX1	10	1.5357e-01	1.000000
RXRA	10	1.5361e-01	1.000000
EPHB1	10	1.5366e-01	1.000000
GSC2	10	1.5380e-01	1.000000
C12orf49	10	1.5381e-01	1.000000
SATB1	10	1.5385e-01	1.000000
ZNF619	10	1.5392e-01	1.000000
DDX27	10	1.5407e-01	1.000000
CUL3	10	1.5414e-01	1.000000
RNASEH2B	10	1.5424e-01	1.000000
TBP	10	1.5434e-01	1.000000
PREB	10	1.5451e-01	1.000000
NEIL3	10	1.5468e-01	1.000000
LRRC6	10	1.5482e-01	1.000000
SET	10	1.5498e-01	1.000000
ZNF185	10	1.5511e-01	1.000000
PAX3	10	1.5533e-01	1.000000
C5orf42	10	1.5557e-01	1.000000
NUMB	10	1.5569e-01	1.000000
CLSPN	10	1.5569e-01	1.000000
ZC3H12C	10	1.5603e-01	1.000000
RNF13	10	1.5615e-01	1.000000
IP6K3	10	1.5632e-01	1.000000
MAGEE1	10	1.5647e-01	1.000000
C21orf33	10	1.5651e-01	1.000000
ZNF821	10	1.5671e-01	1.000000
CEBPG	10	1.5674e-01	1.000000
LTF	10	1.5686e-01	1.000000
KIF23	10	1.5691e-01	1.000000
MPO	10	1.5696e-01	1.000000
PDE4B	10	1.5698e-01	1.000000
PHC2	10	1.5709e-01	1.000000
RNPS1	10	1.5710e-01	1.000000
KIF4B	10	1.5733e-01	1.000000
GINS4	10	1.5744e-01	1.000000
TCOF1	10	1.5749e-01	1.000000
SP1	10	1.5754e-01	1.000000
BTG4	10	1.5756e-01	1.000000
CDK5	10	1.5759e-01	1.000000
BUB3	10	1.5768e-01	1.000000
FAM196B	10	1.5780e-01	1.000000
PASK	10	1.5783e-01	1.000000
KIAA1967	10	1.5791e-01	1.000000
CCNF	10	1.5793e-01	1.000000
ZNF496	10	1.5817e-01	1.000000
PHF12	10	1.5837e-01	1.000000
NCOA3	10	1.5850e-01	1.000000
RP9	10	1.5861e-01	1.000000
ZFHX4	10	1.5862e-01	1.000000
SYCP2L	10	1.5871e-01	1.000000
AKAP8L	10	1.5890e-01	1.000000
MECP2	10	1.5920e-01	1.000000
SUDS3	10	1.5932e-01	1.000000
PRPF38A	10	1.5943e-01	1.000000
NMNAT1	10	1.5988e-01	1.000000
MYH1	10	1.6049e-01	1.000000
ZDHHC24	10	1.6071e-01	1.000000
TAF15	10	1.6095e-01	1.000000
TMEM255A	10	1.6095e-01	1.000000
TMEM220	10	1.6107e-01	1.000000
NFIA	10	1.6115e-01	1.000000
IDE	10	1.6119e-01	1.000000
PSMB3	10	1.6149e-01	1.000000
PSRC1	10	1.6173e-01	1.000000
WDR7	10	1.6177e-01	1.000000
TNNI2	10	1.6189e-01	1.000000
ZWINT	10	1.6247e-01	1.000000
ZNF25	10	1.6257e-01	1.000000
C1orf21	10	1.6282e-01	1.000000
USP16	10	1.6286e-01	1.000000
GLIS2	10	1.6291e-01	1.000000
SENP3	10	1.6294e-01	1.000000
MYF6	10	1.6317e-01	1.000000
PEX3	10	1.6325e-01	1.000000
TMEM121	10	1.6340e-01	1.000000
CERS6	10	1.6345e-01	1.000000
NRIP2	10	1.6363e-01	1.000000
WRAP53	10	1.6379e-01	1.000000
ZNF76	10	1.6387e-01	1.000000
OIP5	10	1.6389e-01	1.000000
SSSCA1	10	1.6433e-01	1.000000
EIF3G	10	1.6445e-01	1.000000
WDR61	10	1.6456e-01	1.000000
IGHMBP2	10	1.6482e-01	1.000000
KDM3A	10	1.6497e-01	1.000000
KCTD13	10	1.6512e-01	1.000000
CDK2AP1	10	1.6522e-01	1.000000
HADHA	10	1.6526e-01	1.000000
BOP1	10	1.6537e-01	1.000000
PHF20	10	1.6549e-01	1.000000
C20orf78	10	1.6561e-01	1.000000
CRHBP	10	1.6596e-01	1.000000
DRD1	10	1.6631e-01	1.000000
C8orf34	10	1.6635e-01	1.000000
FAM188B	10	1.6677e-01	1.000000
LYL1	10	1.6684e-01	1.000000
BCKDK	10	1.6689e-01	1.000000
ZFP69	10	1.6712e-01	1.000000
IFRD1	10	1.6719e-01	1.000000
RNF2	10	1.6733e-01	1.000000
PHF15	10	1.6738e-01	1.000000
NEUROG2	10	1.6758e-01	1.000000
RAD51C	10	1.6763e-01	1.000000
HDAC9	10	1.6793e-01	1.000000
WDR5B	10	1.6805e-01	1.000000
AIFM3	10	1.6805e-01	1.000000
FANCD2	10	1.6839e-01	1.000000
DDX1	10	1.6862e-01	1.000000
VPS37C	10	1.6872e-01	1.000000
HIPK1	10	1.6874e-01	1.000000
BIRC2	10	1.6882e-01	1.000000
ZFP36L2	10	1.6891e-01	1.000000
RAB11A	10	1.6897e-01	1.000000
PMCH	10	1.6932e-01	1.000000
PDCD2L	10	1.6941e-01	1.000000
UBR4	10	1.6944e-01	1.000000
SRRM4	10	1.6951e-01	1.000000
EMC2	10	1.6956e-01	1.000000
ZNF157	10	1.6967e-01	1.000000
SEPT4	10	1.6975e-01	1.000000
TRIOBP	10	1.6980e-01	1.000000
SENP5	10	1.6990e-01	1.000000
PHF11	10	1.7048e-01	1.000000
PRDM10	10	1.7055e-01	1.000000
SAP18	10	1.7071e-01	1.000000
TSG101	10	1.7119e-01	1.000000
ACLY	10	1.7154e-01	1.000000
TIGD7	10	1.7163e-01	1.000000
TET1	10	1.7169e-01	1.000000
NFATC2IP	10	1.7203e-01	1.000000
TESK2	10	1.7218e-01	1.000000
UBE2N	10	1.7221e-01	1.000000
FUS	10	1.7232e-01	1.000000
HOXA10	10	1.7267e-01	1.000000
MRPL19	10	1.7268e-01	1.000000
STAT5A	10	1.7278e-01	1.000000
PHF1	10	1.7288e-01	1.000000
HOMEZ	10	1.7290e-01	1.000000
SAE1	10	1.7298e-01	1.000000
MSC	10	1.7313e-01	1.000000
TOP1MT	10	1.7336e-01	1.000000
ZNF688	10	1.7359e-01	1.000000
WNT10B	10	1.7362e-01	1.000000
ZNF101	10	1.7367e-01	1.000000
TAF4	10	1.7432e-01	1.000000
MCM6	10	1.7463e-01	1.000000
MCC	10	1.7467e-01	1.000000
CCNA2	10	1.7474e-01	1.000000
MAP3K13	10	1.7486e-01	1.000000
TSEN54	10	1.7502e-01	1.000000
SWAP70	10	1.7520e-01	1.000000
ALX3	10	1.7566e-01	1.000000
THAP7	10	1.7571e-01	1.000000
PNMA1	10	1.7601e-01	1.000000
RPS9	51	1.7614e-01	1.000000
ZNF720	10	1.7616e-01	1.000000
ZNF75A	10	1.7621e-01	1.000000
CCDC108	10	1.7635e-01	1.000000
TFCP2	10	1.7646e-01	1.000000
ZFP41	10	1.7651e-01	1.000000
RRS1	10	1.7669e-01	1.000000
GPS2	10	1.7689e-01	1.000000
TJP2	10	1.7771e-01	1.000000
GUCY2D	10	1.7773e-01	1.000000
FBXW11	10	1.7796e-01	1.000000
ZSCAN5A	10	1.7807e-01	1.000000
FGFR2	10	1.7826e-01	1.000000
HERC5	10	1.7830e-01	1.000000
CENPW	10	1.7841e-01	1.000000
RGS2	10	1.7866e-01	1.000000
INTS10	10	1.7876e-01	1.000000
ADRA1A	10	1.7899e-01	1.000000
CENPK	10	1.7906e-01	1.000000
STRA8	10	1.7910e-01	1.000000
SMG5	10	1.7921e-01	1.000000
RINT1	10	1.7922e-01	1.000000
KIF20A	10	1.7944e-01	1.000000
TMEM62	10	1.7956e-01	1.000000
GAPDH	10	1.7967e-01	1.000000
C17orf97	10	1.7979e-01	1.000000
TMCO6	10	1.7981e-01	1.000000
TP63	10	1.8002e-01	1.000000
AES	10	1.8013e-01	1.000000
CRBN	10	1.8021e-01	1.000000
HDAC8	10	1.8031e-01	1.000000
SPO11	10	1.8036e-01	1.000000
ANP32E	10	1.8046e-01	1.000000
TIGD3	10	1.8051e-01	1.000000
SEPT1	10	1.8059e-01	1.000000
MYO1C	10	1.8061e-01	1.000000
ZNF577	10	1.8082e-01	1.000000
CYLD	10	1.8093e-01	1.000000
ROPN1B	10	1.8126e-01	1.000000
CAMK1D	10	1.8127e-01	1.000000
EN1	10	1.8166e-01	1.000000
FGF13	10	1.8171e-01	1.000000
C3orf18	10	1.8173e-01	1.000000
NUP50	10	1.8196e-01	1.000000
ZNF565	10	1.8241e-01	1.000000
FAM178A	10	1.8247e-01	1.000000
CBX5	10	1.8252e-01	1.000000
MAB21L1	10	1.8264e-01	1.000000
LIMK1	10	1.8272e-01	1.000000
TPRKB	10	1.8310e-01	1.000000
HAUS8	10	1.8312e-01	1.000000
LEPREL4	10	1.8355e-01	1.000000
KLHL4	10	1.8393e-01	1.000000
TMEM136	10	1.8401e-01	1.000000
SERTAD2	10	1.8435e-01	1.000000
EIF4ENIF1	10	1.8438e-01	1.000000
BCL2	10	1.8448e-01	1.000000
ITPKC	10	1.8458e-01	1.000000
TUBD1	10	1.8458e-01	1.000000
ROCK2	10	1.8481e-01	1.000000
TMEM165	10	1.8503e-01	1.000000
TMPRSS11A	10	1.8526e-01	1.000000
C4orf32	10	1.8533e-01	1.000000
EXOSC8	10	1.8537e-01	1.000000
U2SURP	10	1.8539e-01	1.000000
RMI1	10	1.8569e-01	1.000000
MPHOSPH10	10	1.8572e-01	1.000000
HAUS7	10	1.8579e-01	1.000000
C6orf141	10	1.8594e-01	1.000000
FAM46C	10	1.8599e-01	1.000000
MIS18BP1	10	1.8619e-01	1.000000
TMEM71	10	1.8628e-01	1.000000
SSNA1	10	1.8629e-01	1.000000
TCEA2	10	1.8639e-01	1.000000
MYBL1	10	1.8675e-01	1.000000
CASP8AP2	10	1.8685e-01	1.000000
SERPINA3	10	1.8695e-01	1.000000
ZCCHC9	10	1.8696e-01	1.000000
C16orf72	10	1.8740e-01	1.000000
CRNKL1	10	1.8742e-01	1.000000
C18orf54	10	1.8776e-01	1.000000
CSDC2	10	1.8776e-01	1.000000
OTX2	10	1.8787e-01	1.000000
MCRS1	10	1.8791e-01	1.000000
IQSEC1	10	1.8799e-01	1.000000
TAF12	10	1.8806e-01	1.000000
TADA2A	10	1.8810e-01	1.000000
ZNF668	10	1.8816e-01	1.000000
MBNL3	10	1.8821e-01	1.000000
WDR1	10	1.8867e-01	1.000000
NUP35	10	1.8887e-01	1.000000
MYH7	10	1.8927e-01	1.000000
HERC4	10	1.8932e-01	1.000000
DHH	10	1.8934e-01	1.000000
CCDC101	10	1.8937e-01	1.000000
RUVBL2	10	1.8946e-01	1.000000
INPP5K	10	1.8947e-01	1.000000
SEH1L	10	1.8958e-01	1.000000
HSPA5	10	1.8968e-01	1.000000
ABCF1	10	1.8973e-01	1.000000
MLH1	10	1.8980e-01	1.000000
BRWD1	10	1.8983e-01	1.000000
DGKI	10	1.9034e-01	1.000000
GLI3	10	1.9036e-01	1.000000
C6orf136	10	1.9059e-01	1.000000
PAFAH1B2	10	1.9069e-01	1.000000
ZBED3	10	1.9070e-01	1.000000
RPS6KA5	10	1.9081e-01	1.000000
ZC3H12A	10	1.9084e-01	1.000000
DUSP7	10	1.9089e-01	1.000000
IKBKE	10	1.9099e-01	1.000000
DNAJC14	10	1.9104e-01	1.000000
KIAA1239	10	1.9115e-01	1.000000
NR2E3	10	1.9115e-01	1.000000
FAM229A	10	1.9138e-01	1.000000
CDC20	10	1.9155e-01	1.000000
SDAD1	10	1.9165e-01	1.000000
TMEM110	10	1.9172e-01	1.000000
PSMB1	10	1.9183e-01	1.000000
CIRH1A	10	1.9186e-01	1.000000
STK11	10	1.9194e-01	1.000000
C11orf68	10	1.9216e-01	1.000000
GLTSCR2	10	1.9221e-01	1.000000
FAM175B	10	1.9239e-01	1.000000
PIFO	10	1.9251e-01	1.000000
TBX20	10	1.9272e-01	1.000000
CCDC42	10	1.9328e-01	1.000000
MSH5	10	1.9341e-01	1.000000
ARX	10	1.9368e-01	1.000000
PPP1R15A	10	1.9386e-01	1.000000
GABPA	10	1.9397e-01	1.000000
CSRNP1	10	1.9408e-01	1.000000
AFTPH	10	1.9414e-01	1.000000
PTOV1	10	1.9420e-01	1.000000
MAPK1	10	1.9424e-01	1.000000
CUX2	10	1.9431e-01	1.000000
SRSF3	10	1.9465e-01	1.000000
AHNAK	10	1.9475e-01	1.000000
GCM1	10	1.9480e-01	1.000000
DBR1	10	1.9495e-01	1.000000
PEX14	10	1.9506e-01	1.000000
C4orf33	10	1.9531e-01	1.000000
CCDC12	10	1.9556e-01	1.000000
CXorf58	10	1.9577e-01	1.000000
RBM39	10	1.9582e-01	1.000000
E2F5	10	1.9611e-01	1.000000
SUGT1	10	1.9633e-01	1.000000
TDRD1	10	1.9638e-01	1.000000
KDM2B	10	1.9648e-01	1.000000
CLK1	10	1.9669e-01	1.000000
CDCA4	10	1.9725e-01	1.000000
SNAPC4	10	1.9730e-01	1.000000
SPATA13	10	1.9740e-01	1.000000
RFC3	10	1.9750e-01	1.000000
HSF2	10	1.9757e-01	1.000000
CTH	10	1.9776e-01	1.000000
TMEM138	10	1.9779e-01	1.000000
PKMYT1	10	1.9790e-01	1.000000
ZNF615	10	1.9811e-01	1.000000
ZNF790	10	1.9813e-01	1.000000
ZNF593	10	1.9852e-01	1.000000
ZFP36L1	10	1.9862e-01	1.000000
S100A1	10	1.9869e-01	1.000000
DFFB	10	1.9873e-01	1.000000
ZFYVE28	10	1.9891e-01	1.000000
CAMK2G	10	1.9925e-01	1.000000
MECOM	10	1.9936e-01	1.000000
FAM193A	10	1.9947e-01	1.000000
TIGD4	10	1.9949e-01	1.000000
NEIL2	10	1.9970e-01	1.000000
EXOSC4	10	1.9975e-01	1.000000
C12orf4	10	1.9990e-01	1.000000
RPS17	22	2.0000e-01	1.000000
JAK3	10	2.0000e-01	1.000000
HLCS	10	2.0005e-01	1.000000
C16orf55	10	2.0059e-01	1.000000
HNRNPA1	10	2.0082e-01	1.000000
TMEM161B	10	2.0093e-01	1.000000
SPG11	10	2.0104e-01	1.000000
MIS12	10	2.0113e-01	1.000000
MYH8	10	2.0159e-01	1.000000
IL4I1	10	2.0182e-01	1.000000
POLR2E	10	2.0184e-01	1.000000
NFATC1	10	2.0204e-01	1.000000
ZNF791	10	2.0205e-01	1.000000
NFRKB	10	2.0215e-01	1.000000
ZKSCAN7	10	2.0227e-01	1.000000
CPSF6	10	2.0241e-01	1.000000
DCAF17	10	2.0271e-01	1.000000
MKI67IP	10	2.0282e-01	1.000000
ZNF416	10	2.0293e-01	1.000000
ACO2	10	2.0302e-01	1.000000
TMEM55B	10	2.0305e-01	1.000000
S100B	10	2.0312e-01	1.000000
NTAN1	10	2.0316e-01	1.000000
MED22	10	2.0323e-01	1.000000
LSM11	10	2.0358e-01	1.000000
HSPA4L	10	2.0360e-01	1.000000
ZFYVE16	10	2.0383e-01	1.000000
STK40	10	2.0384e-01	1.000000
PNO1	10	2.0394e-01	1.000000
DHCR7	10	2.0405e-01	1.000000
SNURF	10	2.0410e-01	1.000000
KIAA0430	10	2.0446e-01	1.000000
NHLH1	10	2.0469e-01	1.000000
NBN	10	2.0487e-01	1.000000
EPB41	10	2.0494e-01	1.000000
TMEM52	10	2.0505e-01	1.000000
ZMYND8	10	2.0523e-01	1.000000
HOXC13	10	2.0528e-01	1.000000
RBM3	10	2.0549e-01	1.000000
PIWIL1	10	2.0559e-01	1.000000
ZNF865	10	2.0569e-01	1.000000
PRPF39	10	2.0583e-01	1.000000
HUNK	10	2.0584e-01	1.000000
TSEN15	10	2.0594e-01	1.000000
SIRT7	10	2.0638e-01	1.000000
PNISR	10	2.0656e-01	1.000000
FAM155B	10	2.0660e-01	1.000000
FGR	10	2.0672e-01	1.000000
TEX40	10	2.0677e-01	1.000000
DCLK1	10	2.0683e-01	1.000000
KIAA1033	10	2.0702e-01	1.000000
RGS14	10	2.0708e-01	1.000000
ZNF385A	10	2.0715e-01	1.000000
DEDD	10	2.0723e-01	1.000000
PHLDA1	10	2.0727e-01	1.000000
NR1I2	10	2.0749e-01	1.000000
ESR1	10	2.0760e-01	1.000000
RGS20	10	2.0774e-01	1.000000
C6orf15	10	2.0785e-01	1.000000
POLR3D	10	2.0790e-01	1.000000
EPS15L1	10	2.0805e-01	1.000000
AQR	10	2.0827e-01	1.000000
MAPRE1	10	2.0838e-01	1.000000
C5orf54	10	2.0846e-01	1.000000
GTF3C2	10	2.0872e-01	1.000000
PGBD1	10	2.0882e-01	1.000000
ERCC3	10	2.0924e-01	1.000000
HOPX	10	2.0939e-01	1.000000
PTGS1	10	2.0980e-01	1.000000
AGFG1	10	2.0982e-01	1.000000
UPF2	10	2.0991e-01	1.000000
TCF7	10	2.0993e-01	1.000000
SYCE2	10	2.1001e-01	1.000000
U2AF1	10	2.1037e-01	1.000000
APOBEC1	10	2.1073e-01	1.000000
KLF12	10	2.1078e-01	1.000000
ACTR1A	10	2.1081e-01	1.000000
ATMIN	10	2.1092e-01	1.000000
MLXIPL	10	2.1137e-01	1.000000
HNRNPL	10	2.1145e-01	1.000000
ZDHHC11	10	2.1148e-01	1.000000
CCDC51	10	2.1170e-01	1.000000
LGALS12	10	2.1171e-01	1.000000
MXD1	10	2.1192e-01	1.000000
LMNA	10	2.1238e-01	1.000000
GATA2	10	2.1254e-01	1.000000
SEPT10	10	2.1269e-01	1.000000
TMEM65	10	2.1291e-01	1.000000
CIT	10	2.1313e-01	1.000000
HUWE1	10	2.1321e-01	1.000000
KIAA1429	10	2.1324e-01	1.000000
TMEM95	10	2.1346e-01	1.000000
TXNDC2	10	2.1365e-01	1.000000
CLN3	10	2.1378e-01	1.000000
TCEAL8	10	2.1390e-01	1.000000
FAM50A	10	2.1434e-01	1.000000
TMEM184C	10	2.1445e-01	1.000000
ZNF746	10	2.1456e-01	1.000000
INTS3	10	2.1478e-01	1.000000
RFC2	10	2.1486e-01	1.000000
PDX1	10	2.1489e-01	1.000000
CCDC125	10	2.1507e-01	1.000000
PSMC3	10	2.1517e-01	1.000000
SESN3	10	2.1522e-01	1.000000
TMEM151A	10	2.1522e-01	1.000000
PIP4K2B	10	2.1538e-01	1.000000
ZNF121	10	2.1564e-01	1.000000
ZNF514	10	2.1595e-01	1.000000
DIMT1	10	2.1621e-01	1.000000
TMEM69	10	2.1632e-01	1.000000
RANBP10	10	2.1667e-01	1.000000
DCAF7	10	2.1676e-01	1.000000
MCM4	10	2.1690e-01	1.000000
CAMK4	10	2.1720e-01	1.000000
CDKN2AIP	10	2.1731e-01	1.000000
ERCC1	10	2.1745e-01	1.000000
PASD1	10	2.1755e-01	1.000000
PSMD11	10	2.1823e-01	1.000000
XIAP	10	2.1833e-01	1.000000
XRCC4	10	2.1838e-01	1.000000
RAD54B	10	2.1840e-01	1.000000
EWSR1	10	2.1869e-01	1.000000
FANCI	10	2.1873e-01	1.000000
PRKAG1	10	2.1880e-01	1.000000
NKX2-6	10	2.1906e-01	1.000000
THAP1	10	2.1937e-01	1.000000
SNAPC5	10	2.1957e-01	1.000000
FAM89B	10	2.1961e-01	1.000000
GRK7	10	2.1968e-01	1.000000
CCDC102B	10	2.1978e-01	1.000000
PCBP3	10	2.1993e-01	1.000000
RPS7	36	2.1998e-01	1.000000
PURG	10	2.2009e-01	1.000000
BAALC	10	2.2015e-01	1.000000
TOPBP1	10	2.2037e-01	1.000000
DIS3L2	10	2.2059e-01	1.000000
IGF1R	10	2.2061e-01	1.000000
KPNA1	10	2.2070e-01	1.000000
CDK13	10	2.2072e-01	1.000000
EIF4E	10	2.2081e-01	1.000000
STPG1	10	2.2103e-01	1.000000
REC8	10	2.2135e-01	1.000000
HERC6	10	2.2157e-01	1.000000
RMDN3	10	2.2165e-01	1.000000
CTNNBL1	10	2.2168e-01	1.000000
TCEAL1	10	2.2186e-01	1.000000
SOX12	10	2.2212e-01	1.000000
HSPA1L	10	2.2234e-01	1.000000
KAT7	10	2.2238e-01	1.000000
RNF111	10	2.2259e-01	1.000000
ATP5A1	10	2.2274e-01	1.000000
C2CD2	10	2.2277e-01	1.000000
TMEM245	10	2.2279e-01	1.000000
MEF2D	10	2.2285e-01	1.000000
PAK3	10	2.2299e-01	1.000000
HDAC6	10	2.2332e-01	1.000000
C14orf132	10	2.2337e-01	1.000000
DUSP12	10	2.2353e-01	1.000000
HSPA4	10	2.2363e-01	1.000000
TMEM88B	10	2.2364e-01	1.000000
UBXN2B	10	2.2373e-01	1.000000
ALOX15	10	2.2375e-01	1.000000
MAP3K1	10	2.2425e-01	1.000000
ING3	10	2.2467e-01	1.000000
TMEM42	10	2.2477e-01	1.000000
PLCZ1	10	2.2487e-01	1.000000
CNOT7	10	2.2495e-01	1.000000
ID4	10	2.2519e-01	1.000000
PCF11	10	2.2524e-01	1.000000
ZNF226	10	2.2527e-01	1.000000
WDR46	10	2.2529e-01	1.000000
RAG2	10	2.2549e-01	1.000000
ATF7	10	2.2560e-01	1.000000
MASTL	10	2.2566e-01	1.000000
GTPBP3	10	2.2582e-01	1.000000
PPM1M	10	2.2586e-01	1.000000
MEIOB	10	2.2592e-01	1.000000
ZNF580	10	2.2597e-01	1.000000
PABPC1	10	2.2625e-01	1.000000
TP53TG5	10	2.2633e-01	1.000000
TBC1D2	10	2.2669e-01	1.000000
TMEM92	10	2.2675e-01	1.000000
C9orf116	10	2.2701e-01	1.000000
PNPLA7	10	2.2732e-01	1.000000
PRM1	10	2.2758e-01	1.000000
PRX	10	2.2774e-01	1.000000
AURKC	10	2.2777e-01	1.000000
PRMT7	10	2.2788e-01	1.000000
RNF7	10	2.2799e-01	1.000000
ZNF75D	10	2.2820e-01	1.000000
CPSF1	10	2.2826e-01	1.000000
PROX1	10	2.2831e-01	1.000000
KLHL21	10	2.2842e-01	1.000000
RPS6KA2	10	2.2853e-01	1.000000
ZNF419	10	2.2857e-01	1.000000
KIF15	10	2.2884e-01	1.000000
KIAA0196	10	2.2889e-01	1.000000
TNFAIP3	10	2.2894e-01	1.000000
JUND	10	2.2936e-01	1.000000
IPO9	10	2.2941e-01	1.000000
INTS4	10	2.2950e-01	1.000000
CHRAC1	10	2.2972e-01	1.000000
PRDM4	10	2.3010e-01	1.000000
TRMT5	10	2.3035e-01	1.000000
MUS81	10	2.3069e-01	1.000000
EID1	10	2.3082e-01	1.000000
C19orf25	10	2.3108e-01	1.000000
ZBTB26	10	2.3123e-01	1.000000
XPA	10	2.3165e-01	1.000000
SIRT2	10	2.3166e-01	1.000000
FST	10	2.3207e-01	1.000000
IFT74	10	2.3209e-01	1.000000
FAM19A2	10	2.3220e-01	1.000000
CCDC80	10	2.3242e-01	1.000000
MLLT6	10	2.3244e-01	1.000000
WDR91	10	2.3252e-01	1.000000
AFF1	10	2.3260e-01	1.000000
LMO4	10	2.3270e-01	1.000000
PARP12	10	2.3274e-01	1.000000
PXK	10	2.3295e-01	1.000000
PINX1	10	2.3312e-01	1.000000
SLC26A8	10	2.3317e-01	1.000000
FAM134A	10	2.3328e-01	1.000000
C14orf28	10	2.3364e-01	1.000000
MEOX1	10	2.3369e-01	1.000000
C15orf54	10	2.3392e-01	1.000000
CSTF2	10	2.3406e-01	1.000000
UTP20	10	2.3417e-01	1.000000
CSRNP2	10	2.3425e-01	1.000000
KIAA1958	10	2.3435e-01	1.000000
TMEM74	10	2.3448e-01	1.000000
UNG	10	2.3457e-01	1.000000
RBBP5	10	2.3469e-01	1.000000
RRAGD	10	2.3474e-01	1.000000
CSE1L	10	2.3485e-01	1.000000
C17orf51	10	2.3489e-01	1.000000
DNAJC8	10	2.3495e-01	1.000000
GCAT	10	2.3510e-01	1.000000
CCDC22	10	2.3516e-01	1.000000
PELI1	10	2.3521e-01	1.000000
MYH6	10	2.3553e-01	1.000000
C2orf47	10	2.3605e-01	1.000000
TNIP1	10	2.3618e-01	1.000000
ZNF608	10	2.3647e-01	1.000000
CCDC178	10	2.3657e-01	1.000000
RBM47	10	2.3673e-01	1.000000
C8orf31	10	2.3678e-01	1.000000
SCML1	10	2.3699e-01	1.000000
SFRP4	10	2.3714e-01	1.000000
CAMK2B	10	2.3715e-01	1.000000
RAE1	10	2.3736e-01	1.000000
TESC	10	2.3741e-01	1.000000
IKZF1	10	2.3746e-01	1.000000
PCIF1	10	2.3757e-01	1.000000
RBM4	10	2.3768e-01	1.000000
ZDHHC19	10	2.3794e-01	1.000000
C20orf197	10	2.3800e-01	1.000000
ZNF384	10	2.3809e-01	1.000000
KIAA1430	10	2.3811e-01	1.000000
TMEM169	10	2.3815e-01	1.000000
PPARGC1A	10	2.3820e-01	1.000000
TMEM127	10	2.3841e-01	1.000000
FIGNL1	10	2.3846e-01	1.000000
FOXB1	10	2.3853e-01	1.000000
TMEM216	10	2.3875e-01	1.000000
POU3F1	10	2.3893e-01	1.000000
FBXO18	10	2.3904e-01	1.000000
FANCM	10	2.3907e-01	1.000000
EGFL6	10	2.3925e-01	1.000000
AHRR	10	2.3941e-01	1.000000
RPS15	39	2.3950e-01	1.000000
ZCRB1	10	2.3971e-01	1.000000
PARM1	10	2.3982e-01	1.000000
ZCWPW2	10	2.3993e-01	1.000000
KDM4B	10	2.4003e-01	1.000000
HMX2	10	2.4009e-01	1.000000
MCMBP	10	2.4024e-01	1.000000
CCDC111	10	2.4030e-01	1.000000
SUGP1	10	2.4035e-01	1.000000
HMGA2	10	2.4056e-01	1.000000
RNF212	10	2.4056e-01	1.000000
HSP90AB1	10	2.4061e-01	1.000000
CCNT1	10	2.4067e-01	1.000000
METTL8	10	2.4078e-01	1.000000
RFWD3	10	2.4087e-01	1.000000
FAM151A	10	2.4093e-01	1.000000
MGRN1	10	2.4103e-01	1.000000
KDM6B	10	2.4110e-01	1.000000
ZNF106	10	2.4114e-01	1.000000
GTF3C5	10	2.4120e-01	1.000000
PPP4C	10	2.4129e-01	1.000000
DDX39B	10	2.4140e-01	1.000000
EMX1	10	2.4145e-01	1.000000
GLI4	10	2.4152e-01	1.000000
RAVER2	10	2.4161e-01	1.000000
ONECUT2	10	2.4163e-01	1.000000
TMEM54	10	2.4174e-01	1.000000
SIVA1	10	2.4182e-01	1.000000
H2AFY	10	2.4187e-01	1.000000
ZMAT2	10	2.4203e-01	1.000000
N4BP1	10	2.4261e-01	1.000000
MAPRE3	10	2.4277e-01	1.000000
PNKD	10	2.4280e-01	1.000000
MED25	10	2.4292e-01	1.000000
WTIP	10	2.4298e-01	1.000000
DDN	10	2.4302e-01	1.000000
SMYD1	10	2.4361e-01	1.000000
SNRNP27	10	2.4392e-01	1.000000
AKIP1	10	2.4408e-01	1.000000
SCRT1	10	2.4413e-01	1.000000
PDCD5	10	2.4440e-01	1.000000
MALT1	10	2.4440e-01	1.000000
MAGEA1	10	2.4450e-01	1.000000
TMEM41B	10	2.4472e-01	1.000000
ORC4	10	2.4476e-01	1.000000
PSMD1	10	2.4482e-01	1.000000
YY1AP1	10	2.4482e-01	1.000000
NCBP2	10	2.4529e-01	1.000000
NR1H3	10	2.4561e-01	1.000000
BRIP1	10	2.4568e-01	1.000000
HOXD9	10	2.4587e-01	1.000000
GSPT1	10	2.4603e-01	1.000000
NFYB	10	2.4663e-01	1.000000
TBL1X	10	2.4687e-01	1.000000
NCAPH	10	2.4703e-01	1.000000
FANCL	10	2.4716e-01	1.000000
HACE1	10	2.4718e-01	1.000000
CRCP	10	2.4726e-01	1.000000
ILK	10	2.4734e-01	1.000000
MAP2K2	10	2.4737e-01	1.000000
FAM219B	10	2.4742e-01	1.000000
ZNF524	10	2.4742e-01	1.000000
HPN	10	2.4747e-01	1.000000
IPO7	10	2.4755e-01	1.000000
C16orf71	10	2.4758e-01	1.000000
RPP14	10	2.4776e-01	1.000000
TMEM120A	10	2.4782e-01	1.000000
PLRG1	10	2.4790e-01	1.000000
ZNF182	10	2.4792e-01	1.000000
TMEM27	10	2.4800e-01	1.000000
DNAJA3	10	2.4808e-01	1.000000
