group_id	#_items_in_group	lo_value	FDR
ZNF180	10	7.4741e-02	0.945388
MAP3K3	10	7.4741e-02	0.945388
GTPBP8	10	7.4741e-02	0.945388
ALYREF	10	7.4741e-02	0.945388
OTX2	10	7.4741e-02	0.945388
PCBD2	10	7.4741e-02	0.945388
MED13L	10	7.4741e-02	0.945388
MVP	10	7.4741e-02	0.945388
RPL12	32	7.7027e-02	0.956706
RPS11	32	7.7027e-02	0.956706
CHD8	10	7.7217e-02	0.956706
WDR4	10	7.7217e-02	0.956706
TMEM66	10	7.7217e-02	0.956706
UBQLN4	10	7.7217e-02	0.956706
CRYGC	10	7.7217e-02	0.956706
MSANTD4	10	7.7217e-02	0.956706
FIGNL1	10	7.7217e-02	0.956706
FOXK1	10	7.7217e-02	0.956706
INO80B	10	7.7217e-02	0.956706
RPS6KA2	10	7.7217e-02	0.956706
FAM162A	10	7.7217e-02	0.956706
TFEC	10	7.7217e-02	0.956706
GSC2	10	7.7217e-02	0.956706
NPAT	10	7.7217e-02	0.956706
CDC20	10	7.7217e-02	0.956706
WDR81	10	7.7217e-02	0.956706
PPIL3	10	7.7217e-02	0.956706
UFD1L	10	7.7217e-02	0.956706
FOXL2	10	7.7217e-02	0.956706
HCLS1	10	7.7217e-02	0.956706
BMPR2	10	7.7217e-02	0.956706
CBX4	10	7.7217e-02	0.956706
CCDC171	10	7.8582e-02	0.957469
CASC3	10	7.8582e-02	0.957469
FBXL7	10	7.8582e-02	0.957469
MEFV	10	7.8582e-02	0.957469
HOXB1	10	7.8582e-02	0.957469
FOXB2	10	7.8582e-02	0.957469
RANBP2	10	7.8582e-02	0.957469
HMX1	10	7.8582e-02	0.957469
SUPT4H1	10	7.8582e-02	0.957469
CASP8AP2	10	7.8582e-02	0.957469
UBA3	10	7.8582e-02	0.957469
C6orf226	10	7.8582e-02	0.957469
TERF1	10	7.8582e-02	0.957469
DYNC1I2	10	7.8582e-02	0.957469
DHX33	10	7.8582e-02	0.957469
FOXP1	10	7.8582e-02	0.957469
TAF7	10	7.8582e-02	0.957469
RAVER2	10	7.8582e-02	0.957469
EPN1	10	7.8582e-02	0.957469
WDHD1	10	7.8582e-02	0.957469
CCNT2	10	8.3789e-02	0.976318
TIPRL	10	8.3789e-02	0.976318
TUBE1	10	8.3789e-02	0.976318
PDK1	10	8.3789e-02	0.976318
ANO7	10	8.3789e-02	0.976318
SRPK2	10	8.3789e-02	0.976318
SNRNP70	10	8.3789e-02	0.976318
PBXIP1	10	8.3789e-02	0.976318
C19orf53	10	8.3789e-02	0.976318
RFWD3	10	8.3789e-02	0.976318
TMEM41B	10	8.3789e-02	0.976318
SPIRE2	10	8.3789e-02	0.976318
RBM48	10	8.3789e-02	0.976318
DEDD	10	8.3789e-02	0.976318
TMEM50B	10	8.3789e-02	0.976318
INTS2	10	8.3789e-02	0.976318
CTH	10	8.3789e-02	0.976318
TAF1L	10	8.3789e-02	0.976318
TMEM150A	10	8.4450e-02	0.976318
ZNF423	10	8.4450e-02	0.976318
GRK4	10	8.4450e-02	0.976318
FAS	10	8.4450e-02	0.976318
CPSF6	10	8.4450e-02	0.976318
HNRNPUL2	10	8.4450e-02	0.976318
ZNF746	10	8.4450e-02	0.976318
TIGD3	10	8.4450e-02	0.976318
RPF1	10	8.4450e-02	0.976318
POLR1D	10	8.4450e-02	0.976318
RBM4	10	8.4450e-02	0.976318
HELT	10	8.4450e-02	0.976318
CKAP2	10	8.4450e-02	0.976318
LATS2	10	8.4450e-02	0.976318
CCDC174	10	8.4450e-02	0.976318
POLR1C	10	8.4450e-02	0.976318
CCDC12	10	8.4450e-02	0.976318
GATA3	10	8.4450e-02	0.976318
FDPS	10	8.4450e-02	0.976318
PPP2CB	10	8.4450e-02	0.976318
RFC2	10	8.4450e-02	0.976318
C3orf80	10	8.4450e-02	0.976318
WDR24	10	8.4450e-02	0.976318
RPS15	39	8.5290e-02	0.981469
PIAS4	10	9.2058e-02	0.999090
CTNNB1	10	9.2058e-02	0.999090
CCDC42	10	9.2058e-02	0.999090
DENND4A	10	9.2058e-02	0.999090
KARS	10	9.2058e-02	0.999090
SUV420H1	10	9.2058e-02	0.999090
JHDM1D	10	9.2058e-02	0.999090
CDC42BPG	10	9.2058e-02	0.999090
FAM71A	10	9.2058e-02	0.999090
INSRR	10	9.2058e-02	0.999090
KLF12	10	9.2058e-02	0.999090
C1orf216	10	9.2058e-02	0.999090
E2F2	10	9.3084e-02	0.999090
TCEA3	10	9.3084e-02	0.999090
DYRK4	10	9.3084e-02	0.999090
ALX3	10	9.3084e-02	0.999090
INTS7	10	9.3084e-02	0.999090
LRRC59	10	9.3084e-02	0.999090
FAM24B	10	9.3084e-02	0.999090
PER2	10	9.3084e-02	0.999090
TRIP6	10	9.3084e-02	0.999090
TNKS1BP1	10	9.3084e-02	0.999090
CTR9	10	9.3084e-02	0.999090
BLMH	10	9.3084e-02	0.999090
DFFB	10	9.3084e-02	0.999090
ZNF384	10	9.3084e-02	0.999090
MINA	10	9.3084e-02	0.999090
SASS6	10	9.3084e-02	0.999090
ZNF416	10	9.3084e-02	0.999090
CDK5R1	10	9.3084e-02	0.999090
SF3A2	10	9.3084e-02	0.999090
FAM174A	10	9.3084e-02	0.999090
CIR1	10	9.3084e-02	0.999090
NHEJ1	10	9.3084e-02	0.999090
UBE2D3	10	9.3084e-02	0.999090
SNAP23	10	9.3084e-02	0.999090
POLR3E	10	9.3084e-02	0.999090
PLCZ1	10	9.3084e-02	0.999090
ANP32A	10	9.3084e-02	0.999090
KIAA0368	10	9.3084e-02	0.999090
MIXL1	10	9.3084e-02	0.999090
MED22	10	9.3084e-02	0.999090
ZBTB11	10	9.3084e-02	0.999090
SNRPD3	10	9.3285e-02	0.999090
REPIN1	10	9.3285e-02	0.999090
ESF1	10	9.3285e-02	0.999090
EIF4A3	10	9.3285e-02	0.999090
HUS1	10	9.3285e-02	0.999090
PAX2	10	9.3285e-02	0.999090
ZNF593	10	9.3285e-02	0.999090
CCP110	10	9.3285e-02	0.999090
FAM107B	10	9.3285e-02	0.999090
POLR3K	10	9.3285e-02	0.999090
TMEM74	10	9.3285e-02	0.999090
NHLH1	10	9.3285e-02	0.999090
TXN2	10	9.3285e-02	0.999090
OXSR1	10	9.3285e-02	0.999090
TSSK4	10	9.3285e-02	0.999090
RPL22	14	9.4808e-02	0.999090
TSHZ2	10	9.9789e-02	0.999090
MKNK2	10	9.9789e-02	0.999090
PRKACA	10	9.9789e-02	0.999090
KHDRBS1	10	9.9789e-02	0.999090
SF3B5	10	9.9789e-02	0.999090
KIAA0196	10	9.9789e-02	0.999090
CCDC115	10	9.9789e-02	0.999090
NELFB	10	9.9789e-02	0.999090
FAM222B	10	9.9789e-02	0.999090
CSTF2T	10	9.9789e-02	0.999090
PRICKLE1	10	9.9789e-02	0.999090
UTP20	10	9.9789e-02	0.999090
THYN1	10	9.9789e-02	0.999090
STK36	10	9.9789e-02	0.999090
WDTC1	10	9.9789e-02	0.999090
DAZAP2	10	9.9789e-02	0.999090
IKBKE	10	9.9789e-02	0.999090
FAT1	10	9.9789e-02	0.999090
PIR	10	9.9789e-02	0.999090
PPM1G	10	1.0341e-01	0.999090
N4BP1	10	1.0341e-01	0.999090
MCM4	10	1.0341e-01	0.999090
BRF2	10	1.0341e-01	0.999090
C16orf93	10	1.0341e-01	0.999090
ZDHHC5	10	1.0341e-01	0.999090
SUN2	10	1.0341e-01	0.999090
FAM122C	10	1.0341e-01	0.999090
ADRB1	10	1.0341e-01	0.999090
RINT1	10	1.0341e-01	0.999090
SEC13	10	1.0341e-01	0.999090
CAMKV	10	1.0341e-01	0.999090
CCDC47	10	1.0341e-01	0.999090
LCK	10	1.0341e-01	0.999090
MYBL2	10	1.0341e-01	0.999090
RAD51C	10	1.0341e-01	0.999090
RBMXL1	10	1.0341e-01	0.999090
CENPB	10	1.0341e-01	0.999090
MED1	10	1.0341e-01	0.999090
SNCB	10	1.0341e-01	0.999090
FBXW11	10	1.0341e-01	0.999090
NKX2-4	10	1.0341e-01	0.999090
SERPINA3	10	1.0341e-01	0.999090
AURKC	10	1.0341e-01	0.999090
MDK	10	1.0341e-01	0.999090
PSMD10	10	1.0745e-01	0.999090
IP6K1	10	1.0745e-01	0.999090
FAM73A	10	1.0745e-01	0.999090
CUL3	10	1.0745e-01	0.999090
FAM57B	10	1.0745e-01	0.999090
MLLT6	10	1.0745e-01	0.999090
ZNF614	10	1.0745e-01	0.999090
HNRPDL	10	1.0745e-01	0.999090
DIMT1	10	1.0745e-01	0.999090
C10orf32	10	1.0745e-01	0.999090
TMEM160	10	1.0745e-01	0.999090
ZNF574	10	1.0745e-01	0.999090
SHOX2	10	1.0745e-01	0.999090
MRPS15	10	1.0745e-01	0.999090
RANBP3	10	1.0745e-01	0.999090
SENP1	10	1.0745e-01	0.999090
SRSF10	10	1.0745e-01	0.999090
DACH2	10	1.0745e-01	0.999090
FOXP2	10	1.0745e-01	0.999090
HIPK4	10	1.0745e-01	0.999090
GEM	10	1.0745e-01	0.999090
INTS1	10	1.0745e-01	0.999090
FAM98B	10	1.0900e-01	0.999090
CEP152	10	1.0900e-01	0.999090
PIWIL1	10	1.0900e-01	0.999090
STK40	10	1.0900e-01	0.999090
PRM1	10	1.0900e-01	0.999090
ACLY	10	1.0900e-01	0.999090
CHD4	10	1.0900e-01	0.999090
ZNF121	10	1.0900e-01	0.999090
ZNF106	10	1.0900e-01	0.999090
SMAP2	10	1.0900e-01	0.999090
RPAP2	10	1.0900e-01	0.999090
TMEM221	10	1.0900e-01	0.999090
TMEM92	10	1.0900e-01	0.999090
PNMA2	10	1.0900e-01	0.999090
HSPA1L	10	1.0900e-01	0.999090
CELF3	10	1.0900e-01	0.999090
DCLRE1B	10	1.0900e-01	0.999090
EBF4	10	1.0900e-01	0.999090
C14orf80	10	1.0900e-01	0.999090
IPO7	10	1.0900e-01	0.999090
NSFL1C	10	1.0900e-01	0.999090
BRSK2	10	1.0900e-01	0.999090
POU6F1	10	1.0900e-01	0.999090
MCM9	10	1.0900e-01	0.999090
FGF13	10	1.0900e-01	0.999090
LSM1	10	1.0900e-01	0.999090
SH3BGRL2	10	1.0900e-01	0.999090
EHF	10	1.0900e-01	0.999090
WDR5	10	1.0900e-01	0.999090
ZMAT4	10	1.0900e-01	0.999090
C9orf106	10	1.0900e-01	0.999090
PLEKHA2	10	1.0900e-01	0.999090
NOP56	10	1.0900e-01	0.999090
C10orf128	10	1.0900e-01	0.999090
KIAA1033	10	1.0900e-01	0.999090
SIK3	10	1.0900e-01	0.999090
MAPK12	10	1.0900e-01	0.999090
MASTL	10	1.0900e-01	0.999090
CDK2AP1	10	1.0900e-01	0.999090
EPHA3	10	1.1391e-01	0.999090
FST	10	1.1391e-01	0.999090
SIT1	10	1.1391e-01	0.999090
ZNF517	10	1.1391e-01	0.999090
LOC100652824	10	1.1391e-01	0.999090
PRX	10	1.1391e-01	0.999090
BAG6	10	1.1391e-01	0.999090
PDZD7	10	1.1391e-01	0.999090
RXRB	10	1.1391e-01	0.999090
STMN1	10	1.1391e-01	0.999090
STPG1	10	1.1391e-01	0.999090
TFPT	10	1.1391e-01	0.999090
RPAP1	10	1.1391e-01	0.999090
C12orf4	10	1.1391e-01	0.999090
ZNF25	10	1.1391e-01	0.999090
TMEM184A	10	1.1391e-01	0.999090
CCDC107	10	1.1391e-01	0.999090
HIST2H2AB	10	1.1391e-01	0.999090
RRP8	10	1.1391e-01	0.999090
SRCAP	10	1.1391e-01	0.999090
KIAA1462	10	1.1391e-01	0.999090
ZNF829	10	1.1391e-01	0.999090
AMER1	10	1.1391e-01	0.999090
H2AFY2	10	1.1391e-01	0.999090
DYX1C1	10	1.1391e-01	0.999090
MOCS1	10	1.1391e-01	0.999090
DUSP4	10	1.1391e-01	0.999090
RECQL5	10	1.1391e-01	0.999090
CCDC74B	10	1.1391e-01	0.999090
TMEM134	10	1.1557e-01	0.999090
PRMT6	10	1.1557e-01	0.999090
C10orf137	10	1.1557e-01	0.999090
FAM151A	10	1.1557e-01	0.999090
WIPF3	10	1.1557e-01	0.999090
STAG1	10	1.1557e-01	0.999090
KIAA1598	10	1.1557e-01	0.999090
SELM	10	1.1557e-01	0.999090
EXOC8	10	1.1557e-01	0.999090
SLIRP	10	1.1557e-01	0.999090
HSF2	10	1.1557e-01	0.999090
DDN	10	1.1557e-01	0.999090
CCDC104	10	1.1557e-01	0.999090
DEPDC1	10	1.1557e-01	0.999090
TEX14	10	1.1557e-01	0.999090
ADRBK2	10	1.1557e-01	0.999090
GSPT1	10	1.1557e-01	0.999090
PROX1	10	1.1557e-01	0.999090
PCBP1	10	1.1557e-01	0.999090
MFN2	10	1.1557e-01	0.999090
C9orf117	10	1.1557e-01	0.999090
ORC2	10	1.1557e-01	0.999090
BBS9	10	1.1557e-01	0.999090
PSMB1	10	1.1711e-01	0.999090
TFDP2	10	1.1711e-01	0.999090
MNS1	10	1.1711e-01	0.999090
FAM71F1	10	1.1711e-01	0.999090
INTS3	10	1.1711e-01	0.999090
DUSP2	10	1.1711e-01	0.999090
FXR1	10	1.1711e-01	0.999090
PRUNE	10	1.1711e-01	0.999090
SOX3	10	1.1711e-01	0.999090
CCDC71L	10	1.1711e-01	0.999090
ACVR1B	10	1.1711e-01	0.999090
CBX5	10	1.1711e-01	0.999090
PLEKHA1	10	1.1711e-01	0.999090
CDC6	10	1.1711e-01	0.999090
SIRT2	10	1.1711e-01	0.999090
MARK1	10	1.1711e-01	0.999090
MORC4	10	1.1711e-01	0.999090
LOC100862671	10	1.1711e-01	0.999090
RMI1	10	1.1711e-01	0.999090
MEAF6	10	1.1711e-01	0.999090
FAM175B	10	1.1711e-01	0.999090
TMEM106C	10	1.1711e-01	0.999090
HERC6	10	1.1711e-01	0.999090
EEFSEC	10	1.1711e-01	0.999090
LSM7	10	1.1711e-01	0.999090
TCEAL8	10	1.1711e-01	0.999090
OGG1	10	1.1711e-01	0.999090
KIAA1429	10	1.1711e-01	0.999090
DDX18	10	1.1711e-01	0.999090
TRIM28	10	1.1711e-01	0.999090
ALPK3	10	1.1711e-01	0.999090
EEF1A2	10	1.1711e-01	0.999090
SERTAD2	10	1.1711e-01	0.999090
TGOLN2	10	1.1711e-01	0.999090
ANKHD1	10	1.1711e-01	0.999090
MED16	10	1.1711e-01	0.999090
PPP1CA	10	1.1711e-01	0.999090
SRP68	10	1.1711e-01	0.999090
PTPRR	10	1.1711e-01	0.999090
PDE4B	10	1.1711e-01	0.999090
FAM131B	10	1.1711e-01	0.999090
SPATA13	10	1.1711e-01	0.999090
RBM34	10	1.1711e-01	0.999090
RERE	10	1.1711e-01	0.999090
NEK10	10	1.1711e-01	0.999090
TMEM69	10	1.1711e-01	0.999090
FAM124B	10	1.1711e-01	0.999090
BAALC	10	1.1711e-01	0.999090
SPAG7	10	1.1711e-01	0.999090
ZNF207	10	1.1711e-01	0.999090
FAM222A	10	1.1711e-01	0.999090
NOL4	10	1.1711e-01	0.999090
C9orf69	10	1.1711e-01	0.999090
TMEM119	10	1.1711e-01	0.999090
POLK	10	1.1711e-01	0.999090
SYCE2	10	1.1711e-01	0.999090
UNG	10	1.1711e-01	0.999090
SPIRE1	10	1.1711e-01	0.999090
CTNNBIP1	10	1.1711e-01	0.999090
ZBTB24	10	1.1711e-01	0.999090
EREG	10	1.1711e-01	0.999090
LEPREL4	10	1.1711e-01	0.999090
STAG3	10	1.1711e-01	0.999090
RUVBL2	10	1.1711e-01	0.999090
KSR1	10	1.1711e-01	0.999090
WHSC1L1	10	1.1711e-01	0.999090
GOLGA2	10	1.1711e-01	0.999090
KHDC3L	10	1.1711e-01	0.999090
TIGD4	10	1.1711e-01	0.999090
CRYAB	10	1.1711e-01	0.999090
HNRNPU	10	1.1711e-01	0.999090
PIFO	10	1.1711e-01	0.999090
PRKRIR	10	1.1711e-01	0.999090
MYLK2	10	1.1711e-01	0.999090
PIK3C2B	10	1.1711e-01	0.999090
C14orf119	10	1.1711e-01	0.999090
MLXIPL	10	1.1711e-01	0.999090
DIS3L2	10	1.1711e-01	0.999090
EPHB4	10	1.1711e-01	0.999090
AGAP2	10	1.1711e-01	0.999090
C12orf76	10	1.1711e-01	0.999090
C12orf66	10	1.1711e-01	0.999090
CCNA2	10	1.1711e-01	0.999090
TMEM194A	10	1.1711e-01	0.999090
C1orf174	10	1.1711e-01	0.999090
C14orf166	10	1.1711e-01	0.999090
CCNT1	10	1.1711e-01	0.999090
TEF	10	1.1711e-01	0.999090
C6orf1	10	1.1711e-01	0.999090
RTN4	10	1.1711e-01	0.999090
STAP2	10	1.1711e-01	0.999090
CCDC135	10	1.1711e-01	0.999090
CELF1	10	1.1711e-01	0.999090
ZNF282	10	1.1711e-01	0.999090
KIF20A	10	1.1711e-01	0.999090
STRN3	10	1.1711e-01	0.999090
ZNF281	10	1.1711e-01	0.999090
TCF7	10	1.1711e-01	0.999090
C1orf52	10	1.1711e-01	0.999090
TMEM86A	10	1.1711e-01	0.999090
TMEM241	10	1.1711e-01	0.999090
GTPBP3	10	1.1711e-01	0.999090
PTK2	10	1.1711e-01	0.999090
WDR78	10	1.1711e-01	0.999090
VRK3	10	1.1711e-01	0.999090
FAM196B	10	1.1711e-01	0.999090
ZNF26	10	1.1711e-01	0.999090
C16orf89	10	1.1711e-01	0.999090
TMEM255A	10	1.1711e-01	0.999090
STX5	10	1.1711e-01	0.999090
RPRD1A	10	1.1711e-01	0.999090
MAGEA1	10	1.1711e-01	0.999090
TMEM88B	10	1.1711e-01	0.999090
SSSCA1	10	1.1711e-01	0.999090
TMEM63A	10	1.1711e-01	0.999090
NUP50	10	1.1711e-01	0.999090
SBF1	10	1.1711e-01	0.999090
ZNF573	10	1.1711e-01	0.999090
C10orf67	10	1.1711e-01	0.999090
SMAD7	10	1.1711e-01	0.999090
TESK1	10	1.1711e-01	0.999090
DHCR7	10	1.1711e-01	0.999090
ZC3H13	10	1.1711e-01	0.999090
POLR2E	10	1.1711e-01	0.999090
CHMP1B	10	1.1711e-01	0.999090
RPS3A	37	1.2319e-01	1.000000
FMR1NB	10	1.2437e-01	1.000000
ACBD6	10	1.2437e-01	1.000000
TMEM11	10	1.2437e-01	1.000000
GTF3C3	10	1.2437e-01	1.000000
TRA2B	10	1.2437e-01	1.000000
MBD3	10	1.2437e-01	1.000000
ZNF259	10	1.2437e-01	1.000000
CHRAC1	10	1.2437e-01	1.000000
TRIP13	10	1.2437e-01	1.000000
TRNAU1AP	10	1.2437e-01	1.000000
DRD1	10	1.2437e-01	1.000000
BCL6	10	1.2437e-01	1.000000
DDX21	10	1.2437e-01	1.000000
ADCK2	10	1.2437e-01	1.000000
SMARCD2	10	1.2437e-01	1.000000
CDC27	10	1.2437e-01	1.000000
AKIRIN1	10	1.2437e-01	1.000000
RASSF4	10	1.2437e-01	1.000000
S100P	10	1.2437e-01	1.000000
TBX19	10	1.2437e-01	1.000000
TMEM219	10	1.2437e-01	1.000000
TIAF1	10	1.2437e-01	1.000000
S100A1	10	1.2437e-01	1.000000
ESRRB	10	1.2464e-01	1.000000
TMEM18	10	1.2464e-01	1.000000
TOX3	10	1.2464e-01	1.000000
POT1	10	1.2464e-01	1.000000
CLN3	10	1.2464e-01	1.000000
EIF2B5	10	1.2464e-01	1.000000
CPSF3	10	1.2464e-01	1.000000
C6orf15	10	1.2464e-01	1.000000
RBM11	10	1.2464e-01	1.000000
ARNTL2	10	1.2464e-01	1.000000
MMP2	10	1.2464e-01	1.000000
WDR93	10	1.2464e-01	1.000000
NPAS2	10	1.2464e-01	1.000000
MYH8	10	1.2464e-01	1.000000
MNX1	10	1.2464e-01	1.000000
GNL2	10	1.2464e-01	1.000000
PLIN2	10	1.2464e-01	1.000000
SASH3	10	1.2464e-01	1.000000
BIRC2	10	1.2464e-01	1.000000
VDR	10	1.2464e-01	1.000000
NR1H3	10	1.2464e-01	1.000000
TAF4	10	1.2464e-01	1.000000
ZNF185	10	1.2464e-01	1.000000
HMGA2	10	1.2464e-01	1.000000
CCDC85B	10	1.2464e-01	1.000000
MEOX1	10	1.2464e-01	1.000000
LOC100996485	10	1.2464e-01	1.000000
MAP4K4	10	1.2464e-01	1.000000
NANOS3	10	1.2472e-01	1.000000
TADA1	10	1.2472e-01	1.000000
OBSCN	10	1.2472e-01	1.000000
DACH1	10	1.2472e-01	1.000000
SMARCA5	10	1.2472e-01	1.000000
FAM171B	10	1.2472e-01	1.000000
ZNF148	10	1.2472e-01	1.000000
RNGTT	10	1.2472e-01	1.000000
HK1	10	1.2472e-01	1.000000
FAM19A5	10	1.2472e-01	1.000000
CCDC71	10	1.2472e-01	1.000000
USP11	10	1.2472e-01	1.000000
ZMYND19	10	1.2472e-01	1.000000
CST11	10	1.2472e-01	1.000000
CRHBP	10	1.2472e-01	1.000000
FAM111A	10	1.2472e-01	1.000000
TMEM178A	10	1.2472e-01	1.000000
ANK3	10	1.3351e-01	1.000000
MAP3K7	10	1.3351e-01	1.000000
MED19	10	1.3351e-01	1.000000
MAP3K15	10	1.3351e-01	1.000000
NCKIPSD	10	1.3351e-01	1.000000
ALAS1	10	1.3351e-01	1.000000
ABCF1	10	1.3351e-01	1.000000
ADAR	10	1.3351e-01	1.000000
PAX6	10	1.3351e-01	1.000000
TRIM33	10	1.3351e-01	1.000000
CWC15	10	1.3351e-01	1.000000
DHH	10	1.3351e-01	1.000000
SUPT7L	10	1.3351e-01	1.000000
PRDM10	10	1.3351e-01	1.000000
LIG4	10	1.3351e-01	1.000000
IMMP2L	10	1.3351e-01	1.000000
GOLIM4	10	1.3351e-01	1.000000
ZC2HC1A	10	1.3351e-01	1.000000
WDR37	10	1.3351e-01	1.000000
DSTYK	10	1.3351e-01	1.000000
MTA3	10	1.3351e-01	1.000000
KIF23	10	1.3351e-01	1.000000
NFKBIZ	10	1.3351e-01	1.000000
WDR87	10	1.3351e-01	1.000000
SNRPN	10	1.3351e-01	1.000000
PLEKHF1	10	1.3351e-01	1.000000
C16orf86	10	1.3351e-01	1.000000
THAP7	10	1.3351e-01	1.000000
TFIP11	10	1.3351e-01	1.000000
IFI35	10	1.3351e-01	1.000000
KPNA6	10	1.3646e-01	1.000000
BARD1	10	1.3646e-01	1.000000
RSPH1	10	1.3646e-01	1.000000
SNAI3	10	1.3646e-01	1.000000
SAE1	10	1.3646e-01	1.000000
EN1	10	1.3646e-01	1.000000
MUS81	10	1.3646e-01	1.000000
BARHL2	10	1.3646e-01	1.000000
NFRKB	10	1.3646e-01	1.000000
TMEM120A	10	1.3646e-01	1.000000
ZNF419	10	1.3646e-01	1.000000
ASCC1	10	1.3646e-01	1.000000
PSME4	10	1.3646e-01	1.000000
FAM178A	10	1.3646e-01	1.000000
FAM177B	10	1.3646e-01	1.000000
UBE2I	10	1.3646e-01	1.000000
TUBB4B	10	1.3646e-01	1.000000
CAMKK1	10	1.3646e-01	1.000000
TCFL5	10	1.3646e-01	1.000000
RNF43	10	1.3646e-01	1.000000
ZGLP1	10	1.3646e-01	1.000000
HLX	10	1.3646e-01	1.000000
CBS	10	1.3646e-01	1.000000
XPA	10	1.3646e-01	1.000000
LIN37	10	1.3646e-01	1.000000
C4orf32	10	1.4082e-01	1.000000
UBTD2	10	1.4082e-01	1.000000
C2orf47	10	1.4082e-01	1.000000
MYH7	10	1.4082e-01	1.000000
TMEM17	10	1.4082e-01	1.000000
CDC14B	10	1.4082e-01	1.000000
RPP40	10	1.4082e-01	1.000000
TMEM245	10	1.4082e-01	1.000000
IGF1R	10	1.4082e-01	1.000000
GUCY2D	10	1.4082e-01	1.000000
ZNF703	10	1.4082e-01	1.000000
HIVEP2	10	1.4082e-01	1.000000
C8orf34	10	1.4082e-01	1.000000
CYHR1	10	1.4082e-01	1.000000
DDX11	10	1.4082e-01	1.000000
TP53TG5	10	1.4082e-01	1.000000
TUBB3	10	1.4082e-01	1.000000
PSEN1	10	1.4082e-01	1.000000
HMGN5	10	1.4082e-01	1.000000
TSPYL5	10	1.4082e-01	1.000000
CCDC180	10	1.4082e-01	1.000000
CDC45	10	1.4082e-01	1.000000
XIAP	10	1.4082e-01	1.000000
NUP35	10	1.4082e-01	1.000000
KYNU	10	1.4082e-01	1.000000
GPX2	10	1.4082e-01	1.000000
ANP32E	10	1.4082e-01	1.000000
PIP4K2B	10	1.4082e-01	1.000000
ZNF286A	10	1.4082e-01	1.000000
MAP1S	10	1.4082e-01	1.000000
ROCK2	10	1.4082e-01	1.000000
BRMS1L	10	1.4082e-01	1.000000
LPIN2	10	1.4082e-01	1.000000
PEX19	10	1.4303e-01	1.000000
MIS12	10	1.4303e-01	1.000000
VPS25	10	1.4303e-01	1.000000
CARD8	10	1.4303e-01	1.000000
TMEM156	10	1.4303e-01	1.000000
MCRS1	10	1.4303e-01	1.000000
PNKD	10	1.4303e-01	1.000000
JUN	10	1.4303e-01	1.000000
ZNF623	10	1.4303e-01	1.000000
POLE2	10	1.4303e-01	1.000000
MEF2B	10	1.4303e-01	1.000000
ANKRA2	10	1.4303e-01	1.000000
LMNB1	10	1.4303e-01	1.000000
NAT10	10	1.4303e-01	1.000000
BRD1	10	1.4303e-01	1.000000
PRAC	10	1.4303e-01	1.000000
TAF1C	10	1.4303e-01	1.000000
IGF2R	10	1.4303e-01	1.000000
XRCC4	10	1.4303e-01	1.000000
ZSWIM5	10	1.4303e-01	1.000000
KRT14	10	1.4303e-01	1.000000
NFKBIL1	10	1.4303e-01	1.000000
FAM220A	10	1.4303e-01	1.000000
RBBP5	10	1.4303e-01	1.000000
ALKBH4	10	1.4303e-01	1.000000
FYN	10	1.4303e-01	1.000000
HOXA4	10	1.4303e-01	1.000000
HDAC3	10	1.4303e-01	1.000000
DDX54	10	1.4303e-01	1.000000
ANKRD6	10	1.4303e-01	1.000000
C19orf52	10	1.4822e-01	1.000000
PSME1	10	1.4822e-01	1.000000
FAN1	10	1.4822e-01	1.000000
IPO11	10	1.4822e-01	1.000000
AES	10	1.4822e-01	1.000000
CCDC125	10	1.4822e-01	1.000000
TMEM169	10	1.4822e-01	1.000000
RAD51	10	1.4822e-01	1.000000
ZNF605	10	1.4822e-01	1.000000
IFT74	10	1.4822e-01	1.000000
BCL11B	10	1.4822e-01	1.000000
PPP1R15A	10	1.4822e-01	1.000000
MYRF	10	1.4822e-01	1.000000
NOTCH3	10	1.4822e-01	1.000000
RBM47	10	1.4822e-01	1.000000
HADH	10	1.4822e-01	1.000000
PSMD1	10	1.5277e-01	1.000000
CPS1	10	1.5277e-01	1.000000
SIK2	10	1.5277e-01	1.000000
CDKN2AIP	10	1.5277e-01	1.000000
SP7	10	1.5277e-01	1.000000
HOXB13	10	1.5277e-01	1.000000
MAPK9	10	1.5277e-01	1.000000
KIAA1107	10	1.5277e-01	1.000000
EPB41L2	10	1.5277e-01	1.000000
NSMCE2	10	1.5277e-01	1.000000
CAMKK2	10	1.5277e-01	1.000000
C17orf51	10	1.5277e-01	1.000000
KIAA0895	10	1.5277e-01	1.000000
GSPT2	10	1.5277e-01	1.000000
MRGBP	10	1.5277e-01	1.000000
RSL1D1	10	1.5277e-01	1.000000
ERCC1	10	1.5277e-01	1.000000
CCDC130	10	1.5277e-01	1.000000
RGN	10	1.5277e-01	1.000000
PRDM14	10	1.5277e-01	1.000000
HMX2	10	1.5277e-01	1.000000
RGS20	10	1.5277e-01	1.000000
REV3L	10	1.5837e-01	1.000000
LFNG	10	1.5837e-01	1.000000
PKP3	10	1.5837e-01	1.000000
PAK1	10	1.5837e-01	1.000000
RBBP7	10	1.5837e-01	1.000000
IP6K3	10	1.5837e-01	1.000000
MEOX2	10	1.5837e-01	1.000000
RANBP6	10	1.5837e-01	1.000000
PGBD1	10	1.5837e-01	1.000000
RALY	10	1.5837e-01	1.000000
